entity,medgen_cui,omim_mim,genes,n_genes,inheritance_class,mechanism_class,organ_system_hint,in_scope,exclusion_reason,provenance
Aicardi-Goutieres syndrome 6,C3539013,615010,ADAR,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Aicardi-Goutieres syndrome 7,C3888244,615846,IFIH1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Aicardi-Goutieres syndrome 8,C5551352,619486,LSM11,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Aicardi-Goutieres syndrome 9,C5561966,619487,RNU7-1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Al Kaissi syndrome,C4540156,617694,CDK10,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Al-Gazali syndrome,C1836121,609465,B3GALT6,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Al-Raqad syndrome,C4085595,616459,DCPS,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alagille syndrome due to a JAG1 point mutation,C1956125,118450,JAG1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alagille syndrome due to a NOTCH2 point mutation,C1857761,610205,NOTCH2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Aland island eye disease,C0268505,300600,CACNA1F,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alanine glyoxylate aminotransferase deficiency,CN305373,,,0,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Alazami-Yuan syndrome,C4310702,617126,TAF6,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alcohol dependence,C0001973,103780,ADH1B;ADH1C;GABRA2;TAS2R16,4,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Alcohol sensitivity, acute",C2674838,610251,ALDH2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
ALDH18A1-related de Barsy syndrome,C5234852,219150,ALDH18A1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alfadhel syndrome,C5882735,620655,RAP1GDS1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
ALG1-congenital disorder of glycosylation,C2931005,608540,ALG1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
ALG11-congenital disorder of glycosylation,C3150913,613661,ALG11,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
ALG12-congenital disorder of glycosylation,C2931001,607143,ALG12,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
ALG2-congenital disorder of glycosylation,C1842836,607906,ALG2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
ALG3-congenital disorder of glycosylation,C1832736,601110,ALG3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
ALG6-congenital disorder of glycosylation 1C,C2930997,603147,ALG6,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
ALG8 congenital disorder of glycosylation,C2931002,608104,ALG8,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
ALG9 congenital disorder of glycosylation,C2931006,608776,ALG9,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alkaline ceramidase 3 deficiency,C4540358,617762,ACER3,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Alkaptonuria,C0002066,203500,HGD,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alkuraya-Kucinskas syndrome,C4693347,617822,BLTP1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Allan-Herndon-Dudley syndrome,C0795889,300523,SLC16A2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Allergic rhinitis, susceptibility to",C4017540,607154,IL13,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Allopurinol response,CN160494,,HLA-B,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alopecia,C0002170,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alopecia universalis congenita,C1859877,203655,HR,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
alpha Thalassemia,C0002312,604131,HBA1;HBA2,2,PENDING_R2,PENDING_R2,hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
"alpha, alpha-Trehalase deficiency",C0268187,612119,TREH,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Alpha-1-antitrypsin deficiency,C0221757,613490,SERPINA1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Alpha-2-plasmin inhibitor deficiency,C2752081,262850,SERPINF2,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Alpha-fetoprotein deficiency,C1863081,615969,AFP,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
"Alpha-fetoprotein, hereditary persistence of",C1863080,615970,AFP,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alpha-methylacyl-CoA racemase deficiency,C3280428,614307,AMACR,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Alpha-N-acetylgalactosaminidase deficiency type 1,C1836544,609241,NAGA,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Alpha-N-acetylgalactosaminidase deficiency type 2,C1836522,609242,NAGA,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Alport syndrome,C1567741,,,0,PENDING_R2,PENDING_R2,renal,true,,clinvar:gene_condition_source_id:2026-06-17
"Alport syndrome 3b, autosomal recessive",C5882699,620536,COL4A3,1,PENDING_R2,PENDING_R2,renal,true,,clinvar:gene_condition_source_id:2026-06-17
Alsahan-Harris syndrome,C6065900,621307,TBC1D32,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alstrom syndrome,C0268425,203800,ALMS1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alternating hemiplegia of childhood 1,C3549447,104290,ATP1A2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alternating hemiplegia of childhood 2,C3553788,614820,ATP1A3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alveolar capillary dysplasia with pulmonary venous misalignment,C2960310,265380,FOXF1,1,PENDING_R2,PENDING_R2,connective_skeletal|pulmonary_exocrine,true,,clinvar:gene_condition_source_id:2026-06-17
Alveolar rhabdomyosarcoma,C0206655,268220,FOXO1;PAX3;PAX7,3,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Alveolar soft part sarcoma,C0206657,606243,ASPSCR1,1,PENDING_R2,PENDING_R2,cancer_predisp,true,,clinvar:gene_condition_source_id:2026-06-17
Alzahrani-Kuwahara syndrome,C5543274,619268,SMG8,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"AMED syndrome, digenic",C5436906,619151,ADH5,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amegakaryocytic thrombocytopenia, congenital, 2",C5882679,620481,THPO,1,PENDING_R2,PENDING_R2,hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelocerebrohypohidrotic syndrome,C0406740,226750,ROGDI,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta,C0002452,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta - hypoplastic autosomal dominant - local,C0399368,104500,ENAM,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta hypomaturation type 2A2,C2675858,612529,MMP20,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta hypomaturation type 2A3,C2750771,613211,WDR72,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta hypomaturation type 2A4,C3553830,614832,ODAPH,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta hypomaturation type 2A5,C4014578,615887,SLC24A4,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta type 1,C0399367,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta type 1A,C4011403,104530,LAMB3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta type 1C,C2673923,204650,ENAM,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta type 1E,C1845053,301200,AMELX,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta type 1F,C4225394,616270,AMBN,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta type 1G,C2931783,204690,FAM20A,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta type 1H,C4015557,616221,ITGB6,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta type 2,C0399372,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta type 2A1,C2673922,204700,KLK4,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amelogenesis imperfecta type 3B,C4539891,617607,AMTN,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amelogenesis imperfecta, hypocalcification type",C0399376,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amelogenesis imperfecta, hypomaturation type, IIa6",C4310665,617217,GPR68,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amelogenesis imperfecta, IIa 1K",C5774246,620104,SP6,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amelogenesis imperfecta, type 3A",C5886770,130900,SACK1H,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amelogenesis imperfecta, type 3C",C5193069,618386,RELT,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Aminoacylase 1 deficiency,C1835922,609924,ACY1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Aminoglycoside antibacterials response,CN184091,,TRMU,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Aminoglycoside-induced deafness,C1838854,580000,TRMU,1,PENDING_R2,PENDING_R2,ear,true,,clinvar:gene_condition_source_id:2026-06-17
Amish lethal microcephaly,C1846648,607196,SLC25A19,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Amitriptyline response,CN176769,,CYP2C19;CYP2D6,2,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amyloidosis, hereditary systemic",C4081731,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amyloidosis, hereditary systemic 1",C2751492,105210,TTR,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amyloidosis, hereditary systemic 5",C5935572,620658,LYZ,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amyloidosis, hereditary systemic 6",C5935573,620659,B2M,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amyloidosis, primary localized cutaneous, 1",C4551501,105250,OSMR,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amyloidosis, primary localized cutaneous, 2",C3151404,613955,IL31RA,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Amyloidosis, primary localized cutaneous, 3",C4554421,617920,GPNMB,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Analbuminemia,C0878666,616000,ALB,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anaphylotoxin inactivator deficiency,C0398782,212070,CPN1,1,PENDING_R2,PENDING_R2,metabolic,true,,clinvar:gene_condition_source_id:2026-06-17
Anauxetic dysplasia,C1846796,,,0,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
Anauxetic dysplasia 1,C4551965,607095,RMRP,1,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
Anauxetic dysplasia 2,C4479357,617396,POP1,1,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
Anauxetic dysplasia 3,C5394289,618853,RMP64,1,PENDING_R2,PENDING_R2,connective_skeletal,true,,clinvar:gene_condition_source_id:2026-06-17
Andersen Tawil syndrome,C1563715,170390,KCNJ2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Androgen resistance syndrome,C0039585,300068,AR,1,PENDING_R2,PENDING_R2,endocrine_growth,true,,clinvar:gene_condition_source_id:2026-06-17
ANE syndrome,C2677535,612079,RBM28,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Anemia, congenital dyserythropoietic, type 1a",C5574667,224120,CDAN1,1,PENDING_R2,PENDING_R2,hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Anemia, congenital dyserythropoietic, type IIIb, autosomal recessive",C5676940,619789,RACGAP1,1,PENDING_R2,PENDING_R2,hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Anemia, congenital dyserythropoietic, type IVb",C5975438,620969,KLF1,1,PENDING_R2,PENDING_R2,hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Anemia, hypochromic microcytic with iron overload",C2673913,,,0,PENDING_R2,PENDING_R2,hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Anemia, nonspherocytic hemolytic, due to G6PD deficiency",C2720289,300908,CASK;G6PD,2,PENDING_R2,PENDING_R2,metabolic|hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
"Anemia, sideroblastic, 5",C5561985,619523,HSCB,1,PENDING_R2,PENDING_R2,hematologic,true,,clinvar:gene_condition_source_id:2026-06-17
Anencephaly 1,C5561928,206500,TRIM36,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anencephaly 2,C5561945,619452,NUAK2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Aneurysm, intracranial berry, 12",C5231484,618734,THSD1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Aneurysm-osteoarthritis syndrome,C3151087,613795,SMAD3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Angioedema, hereditary, 4",C5543503,619360,PLG,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Angioedema, hereditary, 5",C5543508,619361,ANGPT1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Angioedema, hereditary, 6",C5543516,619363,KNG1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Angioedema, hereditary, 7",C5543526,619366,MYOF,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"Angioedema, hereditary, 8",C5543528,619367,HS3ST6,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Angiomatoid fibrous histiocytoma,C1266127,612160,CREB1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
"ANGIOTENSIN I-CONVERTING ENZYME, PLASMA LEVEL OF",C1862873,621420,ACE,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anhaptoglobinemia,C3279786,614081,HP,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anhidrosis,C0003028,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Aniridia 1,C0344542,106210,PAX6;WT1,2,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Aniridia 2,C0344543,617141,ELP4,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Aniridia 3,C4310695,617142,TRIM44,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome,C0406709,106260,TP63,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Annular epidermolytic ichthyosis,C1843463,,,0,PENDING_R2,PENDING_R2,dermatologic,true,,clinvar:gene_condition_source_id:2026-06-17
Anomaly of sex chromosome,C5979882,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anophthalmia-microphthalmia syndrome,C5680330,,BMP4;CRYBA4;DACH1;GATD3;HESX1;IKBKG;NHS;OTX2;PAX2;PAX6;PITX2;PITX3;PORCN;RAX;SIX3;TFAP2A;VAX1,17,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anophthalmia/microphthalmia-esophageal atresia syndrome,C1859773,206900,SIX6;SOX2,2,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Antenatal Bartter syndrome,CN239220,,,0,PENDING_R2,PENDING_R2,renal,true,,clinvar:gene_condition_source_id:2026-06-17
Anterior segment dysgenesis,C1862839,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anterior segment dysgenesis 1,C4551992,107250,PITX3,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anterior segment dysgenesis 3,C5975707,601631,FOXC1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anterior segment dysgenesis 4,C1842031,137600,PITX2,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anterior segment dysgenesis 6,C4310623,617315,CYP1B1,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anterior segment dysgenesis 7,C3151617,269400,PXDN,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Anterior segment dysgenesis 8,C4310622,617319,CPAMD8,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Antigen in Cartwright blood group system,C1862189,112100,ACHE,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Antigen in Scianna blood group system,C1292292,111750,ERMAP,1,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
Antley-Bixler syndrome,C5234850,,,0,PENDING_R2,PENDING_R2,unclassified_systemic,true,,clinvar:gene_condition_source_id:2026-06-17
